id_persona,marca,veh_var1,veh_var2
121668,BAJAJ,0.9571428571428572,3424.0
157085,BAJAJ,0.9571428571428572,3424.0
165385,BAJAJ,0.9571428571428572,3424.0
61285,BAJAJ,0.9571428571428572,3384.0
84808,BAJAJ,0.9714285714285714,3404.0
56942,BAJAJ,0.9714285714285714,3408.0
171898,BAJAJ,0.9714285714285714,3414.0
52542,BAJAJ,0.9714285714285714,3416.0
69238,BAJAJ,1.0,3418.0
63238,BAJAJ,0.9714285714285714,3418.0
123608,BAJAJ,0.9714285714285714,3420.0
69238,BAJAJ,0.9857142857142857,3422.0
137168,BAJAJ,0.9857142857142857,3424.0
188238,BAJAJ,0.9857142857142857,3424.0
199108,BAJAJ,0.9857142857142857,3424.0
4725,BAJAJ,0.9571428571428572,3424.0
50612,BAJAJ,0.9571428571428572,3424.0
77998,BAJAJ,0.9571428571428572,3424.0
78698,BAJAJ,0.9571428571428572,3424.0
85012,BAJAJ,0.9571428571428572,3424.0
137168,BAJAJ,0.9571428571428572,3424.0
166085,BAJAJ,0.9571428571428572,3424.0
170712,BAJAJ,0.9571428571428572,3424.0
181125,BAJAJ,0.9571428571428572,3424.0
66455,BAJAJ,0.9857142857142857,3426.0
121068,BAJAJ,0.9857142857142857,3426.0
192512,BAJAJ,0.9857142857142857,3426.0
210012,BAJAJ,0.9857142857142857,3426.0
118385,BAJAJ,0.9571428571428572,3426.0
137168,BAJAJ,0.9571428571428572,3426.0
148568,BAJAJ,0.9571428571428572,3426.0
200442,BAJAJ,0.9571428571428572,3426.0
30685,BAJAJ,0.9714285714285714,3390.0
60255,BAJAJ,0.9714285714285714,3410.0
46972,BAJAJ,0.9714285714285714,3414.0
155085,BAJAJ,0.9714285714285714,3414.0
254098,BAJAJ,0.9714285714285714,3414.0
131685,BAJAJ,1.0,3420.0
206055,BAJAJ,1.0,3420.0
14698,BAJAJ,0.9714285714285714,3420.0
121912,BAJAJ,0.9714285714285714,3420.0
50612,BAJAJ,0.9571428571428572,3422.0
137168,BAJAJ,0.9571428571428572,3424.0
254142,BAJAJ,0.9857142857142857,3426.0
33772,BAJAJ,0.9571428571428572,3426.0
56942,BAJAJ,0.9571428571428572,3426.0
78342,BAJAJ,0.9571428571428572,3426.0
100085,BAJAJ,0.9571428571428572,3426.0
137168,BAJAJ,0.9571428571428572,3426.0
183712,BAJAJ,0.9571428571428572,3426.0
72838,BAJAJ,0.9571428571428572,3428.0
26242,BAJAJ,0.9571428571428572,3404.0
103068,BAJAJ,0.9571428571428572,3404.0
187268,BAJAJ,0.9714285714285714,3414.0
51808,BAJAJ,0.9714285714285714,3418.0
169842,BAJAJ,0.9714285714285714,3420.0
255455,BAJAJ,0.9857142857142857,3422.0
211572,BAJAJ,0.9714285714285714,3422.0
218898,BAJAJ,0.9571428571428572,3424.0
195638,BAJAJ,0.9857142857142857,3428.0
48598,BAJAJ,0.9571428571428572,3428.0
145172,BAJAJ,0.9571428571428572,3428.0
187112,BAJAJ,0.9571428571428572,3428.0
217468,BAJAJ,0.9571428571428572,3428.0
78108,BAJAJ,0.9857142857142857,3430.0
209272,BAJAJ,0.9857142857142857,3430.0
104012,BAJAJ,0.9571428571428572,3430.0
145125,BAJAJ,0.9571428571428572,3430.0
47955,BAODIAO,1.0,3422.0
197355,BASHAN,1.0,3424.0
137168,BAW,0.7714285714285714,3422.0
39008,BAW,0.9714285714285714,3424.0
150198,BMW,0.9428571428571428,3382.0
108085,BMW,0.9571428571428572,3412.0
50955,BMW,0.9428571428571428,3414.0
38238,BMW,0.9428571428571428,3384.0
48712,BMW,0.9428571428571428,3396.0
10955,BMW,0.9571428571428572,3420.0
17985,BMW,0.9428571428571428,3422.0
183972,BMW,0.9428571428571428,3388.0
24312,BMW,0.9428571428571428,3426.0
109372,BMW,0.9428571428571428,3426.0
114725,BMW,0.9428571428571428,3426.0
149655,BMW,0.9428571428571428,3388.0
174125,BMW,0.9571428571428572,3404.0
149655,BMW,0.9571428571428572,3410.0
36142,BMW,0.9428571428571428,3428.0
2068,BMW,0.9428571428571428,3430.0
103185,BMW,0.9428571428571428,3430.0
130938,BMW,0.9428571428571428,3430.0
135685,BMW,0.9428571428571428,3430.0
21768,BMW,,3432.0
99572,BMW,,3432.0
224268,BMW,,3432.0
43412,BMW,,
129008,BRILLIANCE,0.9428571428571428,3424.0
118408,BRILLIANCE,0.9428571428571428,3430.0
28125,BUICK,0.9428571428571428,3326.0
14742,BYD,0.9428571428571428,3424.0
31925,BYD,0.9428571428571428,3424.0
41625,BYD,0.9428571428571428,3426.0
30612,BYD,0.9571428571428572,3420.0
31325,BYD,0.9428571428571428,3422.0
221685,BYD,0.9428571428571428,3426.0
38168,CF MOTO,1.0,3418.0
24842,CHANGAN,1.0,3420.0
113755,CHANGAN,0.9428571428571428,3422.0
122568,CHANGAN,0.8571428571428571,3428.0
116642,CHANGAN,0.8571428571428571,3430.0
125172,CHANGAN,,
10142,CHANGHE,0.9,3424.0
62112,CHANGHE,0.8571428571428571,3426.0
149525,CHANGHE,0.9,3426.0
223685,CHANGHE,0.9,3426.0
21498,CHANGHE,0.8571428571428571,3430.0
195298,CHANGHE,0.9,3430.0
6785,CHANGHE,,
111142,CHANGHE,,
130268,CHANGHE,,
223742,CHENGLONG,1.0,3416.0
20785,CHERY,0.9571428571428572,3416.0
37712,CHERY,0.9571428571428572,3418.0
113412,CHERY,0.9571428571428572,3416.0
100825,CHERY,0.9428571428571428,3422.0
25485,CHERY,0.9571428571428572,3416.0
149985,CHERY,0.9571428571428572,3420.0
71442,CHERY,0.9428571428571428,3426.0
137012,CHERY,0.9428571428571428,3426.0
13255,CHERY,0.9428571428571428,3426.0
36168,CHERY,0.9428571428571428,3426.0
47625,CHERY,0.9428571428571428,3426.0
145268,CHERY,0.9428571428571428,3426.0
52638,CHERY,0.9428571428571428,3428.0
87072,CHERY,0.9428571428571428,3428.0
157872,CHERY,0.9428571428571428,3428.0
176408,CHERY,0.9,3428.0
66055,CHERY,0.9571428571428572,3418.0
21472,CHERY,0.9428571428571428,3428.0
59408,CHERY,0.9428571428571428,3430.0
41568,CHERY,,
174668,CHERY,,
239608,CHERY,,
42512,CHEVROLET,0.9857142857142857,3336.0
42655,CHEVROLET,0.9428571428571428,3334.0
97925,CHEVROLET,0.9428571428571428,3384.0
23768,CHEVROLET,0.9285714285714284,3312.0
45672,CHEVROLET,0.9571428571428572,3410.0
85625,CHEVROLET,0.9571428571428572,3410.0
24172,CHEVROLET,0.9428571428571428,3334.0
13372,CHEVROLET,0.9571428571428572,3412.0
59468,CHEVROLET,0.9571428571428572,3414.0
86655,CHEVROLET,0.9428571428571428,3354.0
18825,CHEVROLET,0.9571428571428572,3416.0
39668,CHEVROLET,0.9571428571428572,3416.0
256212,CHEVROLET,0.9571428571428572,3416.0
137168,CHEVROLET,0.9428571428571428,3372.0
13972,CHEVROLET,0.9571428571428572,3410.0
42808,CHEVROLET,0.9428571428571428,3412.0
84972,CHEVROLET,0.9571428571428572,3416.0
67085,CHEVROLET,0.9428571428571428,3416.0
41898,CHEVROLET,0.9428571428571428,3362.0
166685,CHEVROLET,0.9428571428571428,3382.0
170268,CHEVROLET,0.9428571428571428,3382.0
1838,CHEVROLET,0.9428571428571428,3392.0
52685,CHEVROLET,0.9571428571428572,3412.0
35785,CHEVROLET,0.9571428571428572,3416.0
47768,CHEVROLET,0.9285714285714284,3418.0
22512,CHEVROLET,0.9571428571428572,3420.0
25412,CHEVROLET,0.9571428571428572,3420.0
27885,CHEVROLET,0.9571428571428572,3420.0
59468,CHEVROLET,0.9571428571428572,3420.0
118068,CHEVROLET,0.9571428571428572,3420.0
119568,CHEVROLET,0.9571428571428572,3420.0
118855,CHEVROLET,0.9428571428571428,3402.0
12612,CHEVROLET,0.9142857142857141,3418.0
42255,CHEVROLET,0.9571428571428572,3420.0
118642,CHEVROLET,0.9571428571428572,3420.0
86198,CHEVROLET,0.9428571428571428,3420.0
24325,CHEVROLET,0.9428571428571428,3422.0
28785,CHEVROLET,0.9428571428571428,3422.0
37842,CHEVROLET,0.9428571428571428,3422.0
127455,CHEVROLET,0.9428571428571428,3422.0
127655,CHEVROLET,0.9428571428571428,3422.0
128368,CHEVROLET,0.9428571428571428,3422.0
167138,CHEVROLET,0.9428571428571428,3422.0
177108,CHEVROLET,0.9428571428571428,3422.0
193355,CHEVROLET,0.9428571428571428,3422.0
20208,CHEVROLET,0.9142857142857141,3422.0
24738,CHEVROLET,0.9142857142857141,3422.0
50038,CHEVROLET,0.9142857142857141,3422.0
177508,CHEVROLET,0.9714285714285714,3376.0
38238,CHEVROLET,0.9571428571428572,3412.0
119838,CHEVROLET,0.9571428571428572,3416.0
49212,CHEVROLET,0.9285714285714284,3416.0
124812,CHEVROLET,0.9571428571428572,3418.0
41355,CHEVROLET,0.9428571428571428,3420.0
13798,CHEVROLET,0.9428571428571428,3422.0
40268,CHEVROLET,0.9428571428571428,3422.0
45238,CHEVROLET,0.9428571428571428,3422.0
156938,CHEVROLET,0.9428571428571428,3422.0
158608,CHEVROLET,0.9428571428571428,3422.0
243272,CHEVROLET,0.9428571428571428,3422.0
24725,CHEVROLET,0.9142857142857141,3422.0
7298,CHEVROLET,0.9428571428571428,3424.0
16108,CHEVROLET,0.9428571428571428,3424.0
32238,CHEVROLET,0.9428571428571428,3424.0
54898,CHEVROLET,0.9428571428571428,3424.0
56542,CHEVROLET,0.9428571428571428,3424.0
87212,CHEVROLET,0.9428571428571428,3424.0
87555,CHEVROLET,0.9428571428571428,3424.0
121455,CHEVROLET,0.9428571428571428,3424.0
136912,CHEVROLET,0.9428571428571428,3424.0
144155,CHEVROLET,0.9428571428571428,3424.0
153942,CHEVROLET,0.9428571428571428,3424.0
194668,CHEVROLET,0.9428571428571428,3424.0
225225,CHEVROLET,0.9428571428571428,3424.0
40925,CHEVROLET,0.9142857142857141,3424.0
98108,CHEVROLET,0.9142857142857141,3424.0
33042,CHEVROLET,0.9,3424.0
128508,CHEVROLET,0.9571428571428572,3416.0
130512,CHEVROLET,0.9571428571428572,3416.0
120698,CHEVROLET,0.9428571428571428,3422.0
44372,CHEVROLET,0.9428571428571428,3424.0
79208,CHEVROLET,0.9428571428571428,3424.0
104142,CHEVROLET,0.9428571428571428,3424.0
110525,CHEVROLET,0.9428571428571428,3424.0
139355,CHEVROLET,0.9428571428571428,3424.0
185668,CHEVROLET,0.9428571428571428,3424.0
13912,CHEVROLET,0.9142857142857141,3424.0
69298,CHEVROLET,0.9142857142857141,3424.0
79442,CHEVROLET,0.9428571428571428,3426.0
148098,CHEVROLET,0.9428571428571428,3426.0
161172,CHEVROLET,0.9428571428571428,3426.0
177742,CHEVROLET,0.9428571428571428,3426.0
188098,CHEVROLET,0.9428571428571428,3426.0
37598,CHEVROLET,0.9142857142857141,3426.0
22538,CHEVROLET,0.9,3426.0
57785,CHEVROLET,0.9,3426.0
204842,CHEVROLET,0.9,3426.0
78072,CHEVROLET,0.9428571428571428,3382.0
85298,CHEVROLET,0.9714285714285714,3388.0
218272,CHEVROLET,0.9428571428571428,3392.0
184568,CHEVROLET,0.9571428571428572,3410.0
110598,CHEVROLET,0.9571428571428572,3412.0
119542,CHEVROLET,0.9571428571428572,3418.0
43438,CHEVROLET,0.9285714285714284,3418.0
99268,CHEVROLET,0.9428571428571428,3420.0
138585,CHEVROLET,0.9428571428571428,3422.0
46938,CHEVROLET,0.9142857142857141,3422.0
26125,CHEVROLET,0.9428571428571428,3426.0
29508,CHEVROLET,0.9428571428571428,3426.0
118572,CHEVROLET,0.9428571428571428,3426.0
152408,CHEVROLET,0.9428571428571428,3426.0
156572,CHEVROLET,0.9428571428571428,3426.0
161785,CHEVROLET,0.9428571428571428,3426.0
171708,CHEVROLET,0.9428571428571428,3426.0
45698,CHEVROLET,0.9428571428571428,3428.0
146472,CHEVROLET,0.9428571428571428,3428.0
189598,CHEVROLET,0.9428571428571428,3428.0
254968,CHEVROLET,0.9428571428571428,3428.0
41812,CHEVROLET,0.9142857142857141,3428.0
54285,CHEVROLET,0.9,3428.0
166685,CHEVROLET,0.9,3428.0
74755,CHEVROLET,0.9571428571428572,3416.0
66198,CHEVROLET,0.9428571428571428,3422.0
119542,CHEVROLET,0.9428571428571428,3422.0
48668,CHEVROLET,0.9142857142857141,3424.0
170712,CHEVROLET,0.9428571428571428,3426.0
28138,CHEVROLET,0.9428571428571428,3428.0
44525,CHEVROLET,0.9428571428571428,3428.0
46572,CHEVROLET,0.9,3428.0
190255,CHEVROLET,0.9428571428571428,3430.0
115942,CHEVROLET,0.9,3430.0
190525,CHEVROLET,0.9,3430.0
61825,CHEVROLET,,3432.0
159555,CHEVROLET,,3432.0
195155,CHEVROLET,,3432.0
256342,CHEVROLET,,3432.0
43098,CHEVROLET,,
145112,CHEVROLET,,
152408,CHEVROLET,,
170608,CHEVROLET,,
88468,CITROEN,0.9857142857142857,3404.0
105842,CITROEN,0.9857142857142857,3394.0
99572,CITROEN,0.9571428571428572,3420.0
123325,CITROEN,0.9571428571428572,3420.0
28042,CITROEN,0.9428571428571428,3424.0
229142,CITROEN,0.9428571428571428,3424.0
41638,CITROEN,0.9428571428571428,3426.0
38438,CMC,0.9714285714285714,3408.0
39525,CMC,0.9714285714285714,3410.0
97668,CMC,0.7571428571428571,3422.0
49768,CORENHA,,3418.0
29155,CORENHA,,3422.0
75268,CORLUSA,0.9714285714285714,3428.0
3472,CROSS,0.9857142857142857,3422.0
109325,CUSO,0.9714285714285714,3422.0
184485,CUSO,0.9714285714285714,3422.0
209742,CUSO,0.9714285714285714,3428.0
101985,CYCLER,1.0,3414.0
162825,DACIA,0.9857142857142857,3392.0
90955,DAELIM HONDA,0.9857142857142857,3392.0
24608,DAEWOO,0.9428571428571428,3390.0
36485,DAEWOO,0.9428571428571428,3390.0
17725,DAEWOO,0.9428571428571428,3394.0
84642,DAEWOO,0.9428571428571428,3398.0
43755,DAEWOO,0.9428571428571428,3400.0
255972,DAEWOO,0.9428571428571428,3386.0
119472,DAEWOO,0.9428571428571428,3390.0
143325,DAEWOO,0.9428571428571428,3394.0
71925,DAEWOO,0.9285714285714284,3386.0
121325,DAEWOO,0.9428571428571428,3392.0
118938,DAEWOO,0.9428571428571428,3394.0
10038,DAEWOO,0.9428571428571428,3388.0
50885,DAEWOO,0.9428571428571428,3390.0
256142,DAEWOO,0.9428571428571428,3394.0
61542,DAEWOO,0.9428571428571428,3386.0
25485,DAEWOO,0.9428571428571428,3388.0
67285,DAEWOO,0.9428571428571428,3388.0
4912,DAEWOO,0.9428571428571428,3394.0
22442,DAEWOO,0.9428571428571428,3386.0
22442,DAEWOO,0.9428571428571428,3388.0
61542,DAEWOO,0.9428571428571428,3390.0
22442,DAEWOO,0.9428571428571428,3392.0
22442,DAEWOO,0.9428571428571428,3394.0
41412,DAEWOO,0.9428571428571428,3394.0
72768,DAEWOO,0.9428571428571428,3394.0
254812,DAEWOO,0.9428571428571428,3394.0
22442,DAEWOO,0.9428571428571428,3396.0
28998,DAEWOO,0.9428571428571428,3398.0
6585,DAEWOO,0.9428571428571428,3388.0
81908,DAEWOO,0.9428571428571428,3392.0
24798,DAEWOO,0.9428571428571428,3386.0
938,DAEWOO,0.9428571428571428,3388.0
86868,DAEWOO,0.9428571428571428,3388.0
35725,DAEWOO,0.9428571428571428,3392.0
102212,DAEWOO,0.9428571428571428,3392.0
113698,DAEWOO,0.9428571428571428,3392.0
182685,DAEWOO,0.9428571428571428,3394.0
41412,DAEWOO,0.9428571428571428,3396.0
53008,DAEWOO,0.9428571428571428,3400.0
74072,DAEWOO,0.9428571428571428,3400.0
76742,DAEWOO,0.9428571428571428,3386.0
256142,DAEWOO,0.9428571428571428,3386.0
32025,DAEWOO,0.9428571428571428,3388.0
105172,DAEWOO,0.9428571428571428,3392.0
41412,DAEWOO,0.9428571428571428,3394.0
107385,DAEWOO,0.9428571428571428,3394.0
86868,DAEWOO,0.9428571428571428,3390.0
158725,DAEWOO,0.9428571428571428,3390.0
12612,DAEWOO,0.9428571428571428,3392.0
119542,DAEWOO,0.9428571428571428,3392.0
102438,DAEWOO,0.9428571428571428,3394.0
246772,DAEWOO,0.9428571428571428,3394.0
158725,DAEWOO,0.9428571428571428,3396.0
94342,DAEWOO,0.9428571428571428,3402.0
41685,DAEWOO,0.9428571428571428,3386.0
20772,DAEWOO,0.9428571428571428,3388.0
94308,DAEWOO,0.9428571428571428,3388.0
100872,DAEWOO,0.9428571428571428,3390.0
115298,DAEWOO,0.9428571428571428,3390.0
98272,DAEWOO,0.9857142857142857,3394.0
127408,DAEWOO,0.9428571428571428,3394.0
243942,DAEWOO,0.9428571428571428,3394.0
72908,DAEWOO,0.9428571428571428,3396.0
243942,DAEWOO,0.9428571428571428,3384.0
50108,DAEWOO,0.9428571428571428,3406.0
119085,DAEWOO,0.9428571428571428,3408.0
152808,DAEWOO,0.9428571428571428,3384.0
34555,DAEWOO,0.9428571428571428,3390.0
173898,DAEWOO,0.9428571428571428,3392.0
6598,DAEWOO,0.9428571428571428,3394.0
127408,DAEWOO,0.9428571428571428,3394.0
209872,DAEWOO,0.9428571428571428,3394.0
85012,DAEWOO,0.9428571428571428,3396.0
74498,DAEWOO,0.9428571428571428,3400.0
155908,DAEWOO,,
166238,DAEWOO,,
231138,DAEWOO,,
24772,DAIHATSU,0.9428571428571428,3364.0
57785,DAIHATSU,0.9428571428571428,3362.0
101712,DAIHATSU,0.9428571428571428,3364.0
117812,DAIHATSU,0.9428571428571428,3386.0
113412,DAIHATSU,0.9428571428571428,3394.0
135285,DAIHATSU,0.9428571428571428,3384.0
15172,DAIHATSU,0.9428571428571428,3426.0
99538,DAIHATSU,0.9428571428571428,3426.0
13008,DAIHATSU,0.9142857142857141,3426.0
83542,DAIHATSU,0.9428571428571428,3430.0
24468,DATSUN,0.9428571428571428,3360.0
64125,DATSUN,0.9428571428571428,3348.0
31598,DATSUN,0.9428571428571428,3360.0
21942,DATSUN,0.9428571428571428,3352.0
79125,DATSUN,0.9714285714285714,3360.0
84798,DATSUN,0.9428571428571428,3346.0
35585,DATSUN,0.9285714285714284,3346.0
43508,DATSUN,0.9428571428571428,3360.0
43025,DATSUN,0.9714285714285714,3356.0
52955,DATSUN,0.9714285714285714,3370.0
52955,DATSUN,0.9714285714285714,3366.0
45508,DATSUN,0.9428571428571428,3364.0
30625,DATSUN,0.9714285714285714,3366.0
121468,DATSUN,0.9714285714285714,3344.0
31525,DATSUN,0.9428571428571428,3346.0
14508,DATSUN,0.9428571428571428,3358.0
79268,DATSUN,0.9428571428571428,3368.0
88598,DATSUN,0.9714285714285714,3368.0
140742,DATSUN,0.9714285714285714,3368.0
12612,DATSUN,0.9428571428571428,3362.0
201768,DATSUN,0.9714285714285714,3344.0
253868,DATSUN,0.9428571428571428,3348.0
107972,DATSUN,0.9428571428571428,3362.0
78238,DATSUN,0.9714285714285714,3364.0
64125,DATSUN,0.9714285714285714,3354.0
151768,DAVEST,1.0,3420.0
36142,DAVEST,1.0,3422.0
157908,DAVEST,0.9857142857142857,3426.0
160568,DAVEST,0.9857142857142857,3426.0
60738,DFSK,0.8571428571428571,3426.0
187712,DFSK,0.9142857142857141,3430.0
160285,DFSK,,3432.0
12968,DIM,0.7714285714285714,3428.0
7038,DODGE,0.9285714285714284,3334.0
30612,DODGE,0.9285714285714284,3336.0
35642,DODGE,0.9714285714285714,3352.0
17442,DODGE,0.9714285714285714,3348.0
77398,DODGE,0.9428571428571428,3348.0
148272,DODGE,0.9714285714285714,3350.0
104012,DODGE,0.5857142857142857,3352.0
8455,DODGE,0.9285714285714284,3346.0
159412,DODGE,0.6285714285714286,3352.0
99725,DODGE,0.9714285714285714,3358.0
18612,DODGE,0.8428571428571427,3372.0
49038,DODGE,0.9714285714285714,3340.0
255585,DODGE,0.9714285714285714,3350.0
42385,DODGE,0.9714285714285714,3360.0
47438,DODGE,0.8857142857142859,3366.0
99725,DODGE,0.9714285714285714,3346.0
46808,DODGE,0.9428571428571428,3418.0
91925,DODGE,0.9428571428571428,3334.0
23425,DODGE,0.9428571428571428,3412.0
36142,DODGE,0.9142857142857141,3422.0
50968,DODGE,,
39712,DONGFENG,0.9857142857142857,3420.0
39712,DONGFENG,0.9857142857142857,3420.0
51125,DONGFENG,1.0,3422.0
61038,DONGFENG,0.8571428571428571,3424.0
57512,DONGFENG,0.9857142857142857,3420.0
154598,DONGFENG,,3432.0
29838,ESCORTS,0.9714285714285714,3396.0
112008,FAMELAN,,3402.0
15185,FAW,0.9,3422.0
29438,FAW,0.9,3428.0
69825,FCZ,0.9714285714285714,3398.0
154385,FENIX,1.0,3418.0
46385,FENIX,0.9714285714285714,3420.0
113085,FENIX,0.9714285714285714,3420.0
146368,FENIX,0.9714285714285714,3422.0
204912,FENIX,0.9714285714285714,3422.0
193412,FENIX,0.9714285714285714,3424.0
6572,FIAT,0.9428571428571428,3340.0
1098,FIAT,0.9428571428571428,3334.0
16212,FIAT,0.9428571428571428,3340.0
12825,FIAT,0.8571428571428571,3336.0
23298,FIAT,0.9428571428571428,3334.0
